left,c0,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19
tvg,0.8614104986,0.7551038861,0.7483723164,0.7117505074,0.8120813966,0.8264244795,0.7241621614,0.702999711,0.7093416452,0.8248000741,0.746591866,0.7440430522,0.6652811766,0.8143184185,0.6894338727,0.8273907304,0.7381688356,0.7593798041,0.8020159006,0.7327817678
tvo,0.801279664,0.7730168104,0.7296330333,0.8093076944,0.7277454138,0.8026230335,0.8014570475,0.7863565683,0.7502666712,0.8434439898,0.8197610378,0.8855833411,0.8240426779,0.88760674,0.7352902889,0.8206478357,0.799216032,0.8144774437,0.7492275238,0.7559020519
tvx,0.8861882091,0.8145029545,0.8107821941,0.7828316689,0.8651651144,0.803196311,0.7248263359,0.8048898578,0.8122840524,0.6954562664,0.8518147469,0.8264783025,0.7629202604,0.7845411301,0.8951762915,0.902009964,0.8443593979,0.7672759295,0.9123479128,0.8111200333
tvz,0.8360345364,0.7262111306,0.7864786386,0.7652135491,0.7874602079,0.7471065521,0.74273628,0.6654623747,0.8408378363,0.8028302193,0.829303503,0.8080820441,0.7816613317,0.7277196646,0.7482113242,0.562484026,0.6433384418,0.7715505362,0.7650355101,0.7223502398
twn,0.7430791259,0.7306798697,0.8820821047,0.7767260075,0.7951824069,0.9099901915,0.7924930453,0.8892148733,0.8561874628,0.7735928297,0.8306079507,0.8282489181,0.8440550566,0.9101412892,0.7729114294,0.8775347471,0.8403743505,0.7545015216,0.8953453302,0.7088379264
txg,0.8040403128,0.8122321963,0.8348027468,0.8192414045,0.8557572365,0.705431819,0.8496662378,0.787356317,0.7903110981,0.8665245771,0.8087649941,0.7588074207,0.8735896349,0.9228721857,0.8318704963,0.8464584351,0.7673829794,0.8153210282,0.7306245565,0.7927012444
txj,0.8029038906,0.8115764856,0.7593911886,0.7639291286,0.6903969049,0.7634772658,0.8907963037,0.7355283499,0.8183677793,0.8360991478,0.6876089573,0.889852047,0.8535598516,0.9008371234,0.7966214418,0.9001320601,0.8455559015,0.7894182801,0.6559513211,0.8535650969
txk,0.8064795732,0.9545813203,0.755011797,0.8302456737,0.8856945038,0.7422378063,0.8129274249,0.7714011073,0.8030529618,0.7545742989,0.7601629496,0.7937105298,0.8024210334,0.8107467294,0.720523417,0.7706823349,0.6314522028,0.839625001,0.7586075664,0.8394167423
txl,0.8307549357,0.7966914177,0.7549965978,0.7612681389,0.717114687,0.7637664676,0.7628625035,0.8643027544,0.822406292,0.7939792871,0.7755707502,0.8028765917,0.8811788559,0.7638178468,0.739215076,0.7516530156,0.9005687833,0.8391345143,0.6767346263,0.8046599627
txm,0.8477825522,0.804082036,0.8409451842,0.7779413462,0.7077541351,0.7418485284,0.837901473,0.764624238,0.7829707861,0.8314404488,0.7899725437,0.7748758793,0.8680177331,0.8224383593,0.8906046152,0.6912129521,0.8468375206,0.8172529936,0.8242039084,0.7428049445
txx,0.8019227982,0.8807988167,0.7143496275,0.8987627029,0.7709020972,0.8360202312,0.7430905104,0.7781569362,0.738396883,0.7334951162,0.7946749926,0.7943003178,0.8082119226,0.7564067841,0.7524626851,0.7657523751,0.7403345108,0.7472527027,0.7349420786,0.8402683735
tyf,0.8828584552,0.7769188285,0.8751546144,0.8233526945,0.8394998312,0.8756278753,0.8623127937,0.8231675029,0.8387345076,0.8181064129,0.8579201102,0.7356780171,0.871178031,0.862609148,0.8427150249,0.8067882061,0.8407576084,0.847040534,0.8230272532,0.7935162187
tyk,0.8398929238,0.8856167793,0.8848804832,0.8044316769,0.8425807953,0.8117928505,0.8332414627,0.7254985571,0.8847006559,0.8296416998,0.7031661868,0.7663149834,0.776706636,0.8031529784,0.7784280777,0.9104579687,0.8019738793,0.9082046747,0.8350617886,0.7856912017
tzq,0.7448943853,0.6685210466,0.8537809849,0.8498306274,0.7529114485,0.8603952527,0.7440727353,0.8169794083,0.7964361906,0.7694634199,0.9385302663,0.7703886032,0.7578082085,0.8304541707,0.947255373,0.8543024063,0.7299237251,0.8377761245,0.833976388,0.7887368798
uaj,0.7751690745,0.7631623745,0.819210887,0.785077095,0.7321619987,0.8019319773,0.732865572,0.8861065507,0.8065764904,0.8389781713,0.7384909391,0.8522179127,0.814427495,0.8921195865,0.8492282629,0.8627502918,0.890617013,0.8520941734,0.7995621562,0.8227380514
uak,0.7301957011,0.7813191414,0.8396294713,0.7560464144,0.768589735,0.7600437403,0.7444773912,0.7877640724,0.8302538395,0.6696684361,0.8264142275,0.7545345426,0.7117599249,0.7144998312,0.6631605625,0.951388061,0.798322916,0.7794079185,0.7460305095,0.6916548014
uaz,0.9096469879,0.8365947008,0.8179671168,0.897305727,0.8250397444,0.8557658195,0.8187243938,0.8055244684,0.8551502228,0.8056402802,0.7726908922,0.8687962294,0.8507920504,0.8494080305,0.8511146307,0.8331924677,0.8185648918,0.852755785,0.8500403166,0.8469293118
ubl,0.7646598816,0.8501567245,0.8567301035,0.8087618351,0.7850137949,0.8497214317,0.8121054769,0.7979017496,0.8539956808,0.8792430162,0.8540709615,0.8423583508,0.8458214998,0.7433750629,0.7867757082,0.7365709543,0.8371708393,0.8492556214,0.8358182907,0.7890206575
ubm,0.7504243851,0.7709987164,0.7951787114,0.5972914696,0.7826343775,0.7892792225,0.8615884781,0.7822010517,0.842012763,0.7507579923,0.642582655,0.8022437096,0.8866490722,0.8512611985,0.7268896103,0.8259040713,0.8703315258,0.85914886,0.8048847914,0.7422163486
ubq,0.8400771618,0.7791930437,0.8164354563,0.8189713359,0.7945100069,0.8624907732,0.8007327318,0.8145247698,0.7781206369,0.8224924803,0.8189556599,0.7757948637,0.7508586645,0.8491457105,0.7861770391,0.843587935,0.7477259636,0.8401119709,0.8425127268,0.7969526052
ubr,0.8592177629,0.8396126032,0.8630589247,0.9200509191,0.8845472336,0.7973635197,0.7200475931,0.8631113768,0.8255964518,0.7077552676,0.8289330006,0.8432334661,0.758720994,0.869638145,0.8770728111,0.8569134474,0.8455281854,0.7830827236,0.8658949137,0.8509004712
ucc,0.7424628735,0.8633304238,0.848752737,0.7997074127,0.7004180551,0.7747498155,0.7530943155,0.785020411,0.8515137434,0.7262048721,0.8204289675,0.6790728569,0.8481726646,0.8227878809,0.7290450335,0.8708854914,0.8314023018,0.7490142584,0.845626533,0.8487182856
ucf,0.785882473,0.902269721,0.7442160845,0.8017702103,0.8120715022,0.7509990931,0.8063622713,0.9286447763,0.8173139095,0.7486425042,0.8482654095,0.7021936774,0.7439315319,0.9138720632,0.7438242435,0.677546382,0.836999774,0.7993564606,0.8093571067,0.8956634998
ucx,0.8181993961,0.8267663121,0.8260018826,0.7367520332,0.8017264009,0.7829263806,0.7309222221,0.8463962078,0.8126906157,0.9011772871,0.7906825542,0.8073782325,0.8619767427,0.7283629179,0.899818182,0.7263879776,0.8086504936,0.8447520733,0.819893837,0.7195721865
udg,0.8421868086,0.8451822996,0.7641010284,0.75627321,0.8589675426,0.7473370433,0.6899729371,0.7687180638,0.7767179012,0.7595139742,0.787686944,0.856434226,0.771527648,0.9449906349,0.8629601598,0.8771932125,0.8362603188,0.8062386513,0.8499230146,0.7909426689
udu,0.8303158283,0.7872772217,0.7795411348,0.8985794187,0.8982542753,0.8773295283,0.8286921978,0.8418916464,0.8877298236,0.8358845711,0.8449989557,0.9048504829,0.8595604897,0.9276493788,0.8790085316,0.7270607948,0.8670995831,0.8849021196,0.6362449527,0.8883788586
uec,0.817404449,0.8320099115,0.8398594856,0.9123387933,0.8726047277,0.8171268702,0.8806501627,0.7081523538,0.7980739474,0.6631674767,0.8075938225,0.7587270737,0.7784738541,0.7910897732,0.8241503239,0.729865551,0.706414938,0.7794889212,0.8094443083,0.8472701311
ued,0.894290328,0.8505154252,0.893779397,0.7415855527,0.8440284133,0.8408938646,0.9007177353,0.8378261328,0.7838499546,0.8042746782,0.809804976,0.8570850492,0.901481986,0.8053649664,0.8091657758,0.7899211645,0.8261031508,0.7508093715,0.9249060154,0.8210704327
uei,0.760414958,0.841591239,0.8349759579,0.7934769392,0.8768048286,0.8391705155,0.8473285437,0.8628286123,0.8566609025,0.8551177979,0.7716206312,0.7239794731,0.866433382,0.8658435345,0.7943525314,0.8594260216,0.8524618149,0.7655103207,0.8386764526,0.8095368743
ueu,0.7169877291,0.7694029808,0.7707428932,0.7961952686,0.7780200243,0.7902952433,0.8301831484,0.7640762329,0.7692390084,0.7029572129,0.7602535486,0.8003261089,0.7966353893,0.8603286743,0.8385494947,0.8381960392,0.8127052784,0.8549832106,0.6967169642,0.8590762615
uff,0.7265256643,0.7649367452,0.7635346651,0.7955067754,0.7302770019,0.7150168419,0.7871049643,0.7715862989,0.6256361604,0.7996803522,0.6498345733,0.7306469083,0.7123427391,0.7169199586,0.7828008533,0.7490530014,0.7693927884,0.7636963129,0.7114555836,0.816125989
ufg,0.8043726087,0.7394756675,0.7098612189,0.724996984,0.7796787024,0.7903367281,0.7778476477,0.8452721834,0.7640658021,0.7042810917,0.7495400906,0.7955336571,0.8662614226,0.8157391548,0.9142678976,0.8059972525,0.7736220956,0.7453309894,0.7546598911,0.8691971302
ufu,0.8180128932,0.7999274731,0.7720410824,0.7859954834,0.931616962,0.8525768518,0.7376942635,0.8165124655,0.8314778805,0.8773044348,0.8147768974,0.8497372866,0.8064521551,0.6775742769,0.8030360341,0.7836833,0.6669533849,0.8291684389,0.769462049,0.8562767506
ufx,0.6593968868,0.6894606352,0.6598542333,0.7250550985,0.6790578365,0.7018932104,0.7918787003,0.7154778242,0.8470065594,0.7406844497,0.6971039176,0.7933553457,0.8483639956,0.8024879098,0.649990499,0.6827009916,0.7207102776,0.7129544616,0.706515789,0.8241991401
ugg,0.8100695014,0.8133438826,0.8286072016,0.7321696281,0.8179503083,0.7206162214,0.7158277035,0.79687047,0.7380250692,0.8198837042,0.7783192396,0.7670836449,0.8069381714,0.8123707771,0.8485296965,0.7319657803,0.8918539286,0.8600498438,0.8706063628,0.8011622429
ugm,0.7559067011,0.7632772326,0.9204602242,0.8225318193,0.8948130608,0.8545714617,0.726023674,0.7536951303,0.7461320162,0.8225319386,0.803237319,0.8726322651,0.8055068254,0.7927628756,0.8262832165,0.8789025545,0.6939110756,0.8719753027,0.8155605197,0.7652338743
ugt,0.8164898157,0.8131241798,0.8129487038,0.8014874458,0.5925871134,0.7964838147,0.8082637191,0.8821675777,0.7882478237,0.795532763,0.7508640289,0.8357945681,0.8768420219,0.8990018964,0.8428182602,0.7458572388,0.8762540817,0.8485985994,0.8310952187,0.9281903505
ugw,0.6663545966,0.846850276,0.8759350777,0.8436021805,0.8478505611,0.7194736004,0.7877778411,0.7229694128,0.867002964,0.794193387,0.8341523409,0.7495542169,0.822556138,0.8330845237,0.7361862659,0.7201839685,0.8754037619,0.7723408937,0.7463793755,0.7493874431
ugz,0.8564237356,0.8530548811,0.7616554499,0.7926461697,0.8679962158,0.895976305,0.8275759816,0.7973351479,0.7485864162,0.8732210398,0.767889142,0.8084362149,0.7931261063,0.8723400831,0.9068716764,0.7471323013,0.8511810303,0.8397612572,0.7012600303,0.7902697325
uho,0.6032424569,0.8391047716,0.6292673349,0.5033105016,0.5127655268,0.4648802876,0.619895637,0.705250442,0.6755699515,0.5716951489,0.5373136997,0.5679294467,0.4584577084,0.7880504131,0.6193871498,0.5232447386,0.5628875494,0.4992706776,0.645991981,0.7447208166
uhp,0.8224750757,0.8987845182,0.7562867403,0.8779782057,0.8669245243,0.7980101705,0.8560991287,0.733641386,0.8667382598,0.6902084947,0.7498882413,0.8234462738,0.7738391161,0.765717864,0.8106669188,0.8000775576,0.7936829925,0.8133161068,0.7269194126,0.7887892723
uhs,0.8090608716,0.7810869217,0.8334823847,0.7948863506,0.7869542837,0.8103143573,0.7338368297,0.7982186079,0.8202369213,0.8361986279,0.8211978078,0.797670126,0.799444437,0.8112947941,0.8584917188,0.7888261676,0.816500783,0.7869611979,0.7815140486,0.7720072269
uic,0.7655126452,0.8725966215,0.7066524625,0.7882699966,0.8748618364,0.8852422237,0.7025845051,0.7625248432,0.8625731468,0.7684372663,0.8533921242,0.7863748074,0.8679872751,0.7817854881,0.8277322054,0.7772208452,0.8411619663,0.8120491505,0.8561491966,0.7229966521
uif,0.8568452597,0.8106241226,0.814070642,0.8878268003,0.7572440505,0.7989665866,0.691096127,0.8709259033,0.8053622246,0.7611424923,0.8328182101,0.75388515,0.7715351582,0.7682704926,0.8312762976,0.7828556299,0.7590163946,0.8019169569,0.9402449131,0.8495953679
uir,0.6922314763,0.8093902469,0.8805285692,0.8283483982,0.7893569469,0.8921085,0.9045821428,0.7685434222,0.885468483,0.7040399313,0.8181390762,0.8417536616,0.6363073587,0.718200624,0.8429880142,0.8276726604,0.7484219074,0.8478768468,0.843764782,0.8484019637
ujo,0.7744115591,0.8721110225,0.7276880741,0.7693918347,0.8174552917,0.759919405,0.811036706,0.7504954338,0.7590524554,0.9243947268,0.853138864,0.6873831749,0.7872166634,0.7229565382,0.7849115133,0.8998762369,0.8159357309,0.714040637,0.8438360095,0.7329497337
ujw,0.7277414203,0.7426275015,0.7744589448,0.716832757,0.7480676174,0.7941497564,0.7445493937,0.7313694954,0.7864464521,0.7613385916,0.7444406152,0.7794867754,0.7654615045,0.7838197947,0.7609887123,0.7399090528,0.7696772218,0.7586083412,0.8087338209,0.6238475442
ukb,0.5406438708,0.7457861304,0.8664286733,0.8147079945,0.7906211615,0.8095011711,0.7204454541,0.8065653443,0.9067149162,0.7886943817,0.8859183192,0.8553516865,0.7733893394,0.9272217751,0.7309168577,0.762593627,0.5648914576,0.7954505682,0.7877363563,0.7990109324
ukc,0.8522722721,0.7395495176,0.8312814236,0.7618387938,0.8369423151,0.7490349412,0.734674871,0.8832718134,0.8452265263,0.7892559767,0.786653161,0.8818563223,0.888069272,0.8151127696,0.8038761616,0.8466076255,0.9137538671,0.6265923977,0.8162147999,0.7070709467
uki,0.7831656933,0.8292300701,0.8448596001,0.8534035683,0.7794373035,0.820797205,0.9092046618,0.8301113248,0.7827665806,0.7467279434,0.8090897799,0.8579317331,0.7184855938,0.7561175823,0.8672296405,0.8582237363,0.7980279922,0.8368889093,0.7806025147,0.7910977602
ukk,0.7445198894,0.8849927783,0.8513071537,0.8849596381,0.7662949562,0.8271524906,0.9148427844,0.7958199978,0.8749017119,0.7797177434,0.8027236462,0.7572561502,0.7248054743,0.8479331732,0.8178782463,0.8895226717,0.8698724508,0.7932929993,0.9321959019,0.7318093777
ukp,0.708055377,0.8043789864,0.7729539871,0.8607305288,0.6965004206,0.7199407816,0.718509376,0.8307955265,0.8250000477,0.7730520964,0.8354371786,0.8096858263,0.8358492851,0.8384032249,0.6667926908,0.7627437115,0.8794568777,0.7347714305,0.7681235075,0.8879787922
ukr,0.8664951921,0.8196537495,0.9010953903,0.8862221837,0.8464573622,0.8889055252,0.8615570068,0.7556225657,0.8527784348,0.8407402039,0.9207433462,0.8328158259,0.7813714743,0.87811023,0.7727676034,0.8308544159,0.7708178163,0.8908747435,0.8251087666,0.8289740682
ukt,0.7776855826,0.7334794998,0.7788700461,0.6948308349,0.6918122768,0.7786837816,0.7972723842,0.8360128403,0.7791087627,0.7629268169,0.6877030134,0.7899202108,0.7654281259,0.8241250515,0.7518748045,0.7863576412,0.865639627,0.7807065248,0.7494769096,0.7996565104
ule,0.8830217123,0.7353361249,0.7768125534,0.7806112766,0.8275853395,0.7951834202,0.7779827118,0.8849933147,0.8952227235,0.8885040283,0.8381258845,0.7473982573,0.7667720318,0.8277977705,0.7887581587,0.7486717701,0.8504194617,0.8634646535,0.7779371738,0.8652141094
ull,0.7015511394,0.8168584108,0.8283467293,0.8125735521,0.8083863854,0.8348577619,0.9056372643,0.8223128915,0.9289860725,0.9124723673,0.8166676164,0.8639031053,0.6443145275,0.8318544626,0.7987788916,0.789411068,0.8676717281,0.7282503247,0.8140872717,0.8141272068
ult,0.7913187146,0.8572688103,0.7619482279,0.7389896512,0.8136914372,0.7475669384,0.686752677,0.9071592093,0.7924944162,0.8505152464,0.860784173,0.8011468053,0.8246158361,0.8822427988,0.8441367149,0.8278279305,0.8198757172,0.805826664,0.7603523731,0.9125541449
ulv,0.881233871,0.8667548299,0.7782355547,0.7776068449,0.8643861413,0.7101472616,0.7587467432,0.8719650507,0.8025240898,0.8116458654,0.7113346457,0.725282073,0.8845359683,0.8326081038,0.883805275,0.8244233131,0.7395255566,0.740473032,0.8508384228,0.7945805788
umc,0.8793433905,0.7928364277,0.9191142321,0.900406003,0.6735147834,0.8647121191,0.7978903651,0.7150856256,0.826300323,0.788136065,0.8271917105,0.8574824333,0.8201323748,0.6767502427,0.6601516008,0.8270066977,0.7875391245,0.8609809875,0.7286547422,0.7757667303
umg,0.8489054441,0.8379701972,0.7465093136,0.829179883,0.7327157259,0.8244874477,0.8179555535,0.8273971081,0.8379267454,0.8732440472,0.8001691103,0.6835181117,0.7940169573,0.7964215875,0.8335905075,0.8615672588,0.8581165075,0.7329290509,0.8319926858,0.8422942162
umq,0.8114825487,0.7724974155,0.7525215149,0.7548786998,0.8308777809,0.8434151411,0.7733002901,0.9038023949,0.8445233107,0.8577570915,0.8125300407,0.8309454322,0.9000526667,0.7686973214,0.8907750845,0.9333825707,0.7942564487,0.8525132537,0.845015049,0.8392540216
umw,0.852142334,0.8090078235,0.8659403324,0.8887276053,0.8229772449,0.8620910645,0.7794656754,0.9132561684,0.8533912897,0.8436254263,0.8155947924,0.8194289207,0.8432569504,0.7790727615,0.776979506,0.8437404633,0.8038816452,0.8299417496,0.7496314049,0.8274827003
une,0.861269474,0.7865569592,0.8230438232,0.7403050661,0.7992380857,0.8929012418,0.8038961887,0.7350282073,0.8526782393,0.7530950308,0.8617351651,0.73149544,0.8969296217,0.7286219597,0.7584021091,0.8299987316,0.8489588499,0.831495285,0.7995781898,0.8247057796
unk,0.7862795591,0.9065386057,0.7845283747,0.9329257011,0.8136094213,0.8043854833,0.8415617347,0.8071539402,0.7653363943,0.8707748652,0.920740962,0.803806901,0.770160079,0.8712824583,0.8786553144,0.8076845407,0.7618311644,0.8157744408,0.8328478932,0.8615840673
uno,0.8707360029,0.8199863434,0.8786748052,0.8117690086,0.8505760431,0.8270217776,0.7564778924,0.7316832542,0.8137714267,0.7529529333,0.8631652594,0.8118772507,0.8654606938,0.8533111811,0.8712747097,0.8305745125,0.8903214931,0.9001023769,0.8915698528,0.9148637652
uod,0.8247249126,0.8207221031,0.8141670227,0.8484156728,0.8939955235,0.8246429563,0.8435503244,0.8993823528,0.8423419595,0.7873548269,0.7991085052,0.9092110395,0.8815687299,0.8096889257,0.852722764,0.7791588306,0.7780898809,0.7873948216,0.8619188666,0.8132847548
uos,0.7904141545,0.7801778316,0.7861443758,0.7772523165,0.7740974426,0.8502163887,0.7566931248,0.8821446896,0.7502524257,0.7967646122,0.7705292106,0.5762438774,0.7972050905,0.7302983999,0.8563357592,0.7700358033,0.8476610184,0.8800222278,0.7698843479,0.8053977489
upc,0.8709328175,0.860221982,0.8111532927,0.728523016,0.8305147886,0.7501056194,0.7165365219,0.8446052074,0.8515644073,0.8244282007,0.7368513346,0.7869664431,0.8316903114,0.7661370039,0.8287439346,0.8155595064,0.8331398964,0.8416095972,0.8515914679,0.7791565657
upd,0.8501138687,0.8538103104,0.8130024672,0.8830426931,0.8628108501,0.8830840588,0.8490250111,0.7723864317,0.80220294,0.8596350551,0.8336052895,0.7895365953,0.903953433,0.8704322577,0.8484845161,0.8238903284,0.8192265034,0.8751840591,0.8419357538,0.854524374
ups,0.7086606026,0.8199609518,0.923202157,0.8008933067,0.7806370258,0.7780920267,0.6687800288,0.9201999307,0.8067475557,0.7471513748,0.78751719,0.826611042,0.6397455335,0.8157703876,0.7578852177,0.8509005308,0.7044357061,0.8544934988,0.7439638376,0.8980747461
upy,0.7945045829,0.8113926053,0.85774827,0.8913655281,0.801348567,0.7715551257,0.7890039682,0.8464331031,0.7230919003,0.7231196761,0.7899495363,0.8854625225,0.8235666752,0.8256025314,0.6940491796,0.738465786,0.8453760147,0.7635784745,0.7427905202,0.8564565182
uqg,0.7033331394,0.8006383777,0.7572448254,0.6243969202,0.7968289852,0.790781796,0.7292695642,0.8134930134,0.6688992977,0.7693445683,0.7411850691,0.7488946319,0.7787426114,0.7199342251,0.722370863,0.6541578174,0.8484950066,0.835975647,0.7519106865,0.7896630764
uql,0.8240802288,0.7309525609,0.8163318634,0.8510806561,0.8643580675,0.80993855,0.852953732,0.7690953016,0.8275769353,0.770339191,0.8626520634,0.8411325216,0.8102990389,0.6939706802,0.8605723977,0.8297072053,0.7252109647,0.8301311731,0.7357267141,0.8837776184
uqm,0.8211678267,0.8272689581,0.794749856,0.7097172737,0.7434827685,0.8545392752,0.8533740044,0.7672419548,0.8408031464,0.5721265674,0.9043988585,0.5676689148,0.771836102,0.9127733707,0.894449234,0.8394246101,0.7070718408,0.8167359829,0.911998868,0.8267564178
uqr,0.7866783142,0.7905114889,0.8184464574,0.7952472568,0.7605786324,0.7766132951,0.8340448141,0.7916988134,0.8352184296,0.8366223574,0.8096030951,0.7316635251,0.841339469,0.7760910392,0.7934830189,0.8233921528,0.8095877171,0.839875102,0.8188390732,0.8660808206
uqt,0.7613749504,0.841124177,0.8327569962,0.8134770393,0.8763563633,0.8488609791,0.8522844315,0.7824307084,0.8582258224,0.7917739153,0.7572947741,0.8383677006,0.8829151392,0.7802487016,0.7573827505,0.8089228868,0.8615376949,0.7732294798,0.8470045328,0.8209662437
uqx,0.6962919235,0.8086634874,0.6132158041,0.7983516455,0.7346192598,0.7795975804,0.7213573456,0.8014352322,0.8062702417,0.8492883444,0.8470107317,0.6796953082,0.7554997206,0.7566949129,0.7288241386,0.8404225111,0.782913208,0.7553807497,0.6434819698,0.8347979188
uqz,0.7398168445,0.8378869295,0.8167693615,0.7789740562,0.8242807388,0.7938234806,0.8859221935,0.8580858707,0.7439966202,0.7869496942,0.8745545149,0.7842293978,0.8010869026,0.8262952566,0.8222833872,0.7460690141,0.8187748194,0.7907239199,0.857188046,0.7910609841
urm,0.8427355289,0.7748191357,0.7909348011,0.9338524938,0.8912271261,0.741312325,0.7791677117,0.8812993169,0.8330261707,0.72573632,0.625253737,0.7211879492,0.6568640471,0.709495008,0.9170993567,0.8325701356,0.5547453165,0.7347795963,0.8230909705,0.7344124317
urp,0.8641111851,0.8714379668,0.7585274577,0.8555924892,0.863671124,0.8911646605,0.8184330463,0.7836186886,0.8766271472,0.9264329672,0.8158650398,0.7781971693,0.8043179512,0.7378670573,0.8109950423,0.7101852298,0.8553393483,0.7391864061,0.8335189819,0.7587580085
usc,0.939650774,0.8087090254,0.8559384346,0.8472343683,0.8545707464,0.791379869,0.8770744801,0.8067769408,0.8441790938,0.8014997244,0.7686843872,0.7499556541,0.8784393072,0.8442833424,0.7773823738,0.846865654,0.8354717493,0.8946620226,0.8149401546,0.8324900866
usd,0.7570012808,0.8925305605,0.8248223066,0.7982671261,0.8029761314,0.8639515042,0.9066513777,0.9362720251,0.7071442008,0.6932312846,0.8488272429,0.853263855,0.8383497,0.8031611443,0.9113709927,0.8016587496,0.8310950994,0.8228974938,0.822252214,0.850325346
usp,0.8627575636,0.8349688053,0.8039839864,0.8621394634,0.8343891501,0.8357049227,0.8567684889,0.8500526547,0.8108344078,0.827100873,0.8445365429,0.8227039576,0.8793983459,0.858170867,0.8403048515,0.8044393659,0.8403515816,0.8272570968,0.8420370221,0.7353057861
utm,0.7597829103,0.7078765035,0.6887049079,0.7492617369,0.7800760865,0.81528157,0.7199261189,0.8361340165,0.8580015898,0.7673736811,0.8218306303,0.8402352333,0.7743097544,0.8077207208,0.7375437617,0.7651154995,0.7342428565,0.7410209179,0.803098917,0.81772995
utn,0.8189046383,0.8548540473,0.831294775,0.8071489334,0.8019669056,0.7954751849,0.7951141596,0.8566132784,0.7858939171,0.8504244685,0.7975029349,0.7470604181,0.8278413415,0.8156160116,0.8398795724,0.8135956526,0.840169549,0.8324690461,0.7586413622,0.818089664
utr,0.785926342,0.7856048346,0.6468093991,0.7833374739,0.9062308073,0.8026378155,0.825420022,0.8620470166,0.7652701139,0.8715115786,0.8574347496,0.7810589075,0.8190172911,0.8254420161,0.788801074,0.8626832962,0.7789124846,0.8596918583,0.8019063473,0.8962461948
utz,0.7247636914,0.7772802711,0.7544891834,0.719802916,0.7487082481,0.7385631204,0.7945861816,0.7889575362,0.7518818378,0.8313180208,0.7608720064,0.7494145632,0.7385069728,0.8329797983,0.7302475572,0.8277169466,0.7389332652,0.7865943313,0.7191752195,0.7657570243
uuc,0.810901165,0.6916465759,0.8158878684,0.7822011709,0.8081553578,0.8222181797,0.8195308447,0.7225404978,0.8171996474,0.8482331038,0.7834954262,0.7643156052,0.8204842806,0.8225349188,0.8748386502,0.8273444176,0.7811222076,0.8231437802,0.7899923325,0.6870273948
uug,0.7719550133,0.8193156719,0.7613016367,0.7684454918,0.7229079604,0.7997236848,0.7954877615,0.8120213747,0.7762796879,0.7415099144,0.9437126517,0.6709510088,0.8568607569,0.8357431293,0.863740623,0.7702229619,0.8936722279,0.847885251,0.7660505772,0.7971273661
uuq,0.7607110739,0.7153892517,0.742433846,0.7203673124,0.8185924292,0.7221786976,0.8280252218,0.6709090471,0.7519780397,0.7568278313,0.669726789,0.7808442116,0.756747961,0.7773913741,0.7925316095,0.7481618524,0.8776420951,0.7858026028,0.7489925027,0.7515166998
uvb,0.771930337,0.8311029077,0.8043383956,0.7657940388,0.8239071965,0.817668438,0.8340854645,0.8083605766,0.6866845489,0.739135623,0.7234323025,0.8440498114,0.8984411955,0.7371960282,0.8335677385,0.8248512149,0.7002466321,0.8021458387,0.8000556231,0.874869585
uvf,0.8096541166,0.8824759126,0.720269084,0.8578995466,0.8374427557,0.7945434451,0.9033145905,0.7590213418,0.7912926078,0.7422761917,0.8730316758,0.8027557135,0.8463708162,0.8008822203,0.880099833,0.7845728397,0.8400304317,0.8362649679,0.760707438,0.843177855
uvp,0.8861039877,0.9164143801,0.8784687519,0.875677228,0.8308163881,0.7736876011,0.9015940428,0.8551943302,0.8767809868,0.8790547252,0.7564936876,0.8507497907,0.8443655372,0.8034383059,0.8683828115,0.8573445678,0.8447641134,0.7326864004,0.7637747526,0.8863823414
uvt,0.7046608329,0.8093968034,0.7787224054,0.8646789193,0.7473426461,0.7057898045,0.7963312864,0.820869863,0.9351998568,0.8965103626,0.8058652878,0.7756928205,0.6804922223,0.9648441076,0.869105041,0.8054719567,0.8467192054,0.6353849173,0.6491792202,0.836794138
uxp,0.8436892033,0.7509604692,0.6834277511,0.6464499235,0.6658319235,0.7808693051,0.6604286432,0.7161608934,0.7298901081,0.8145009875,0.7383511066,0.7402534485,0.6893796325,0.6826065779,0.7428109646,0.6229026914,0.7664819956,0.8418545127,0.68247509,0.8079299927
uxt,0.7083830833,0.8283865452,0.8208025694,0.8410648108,0.7548723817,0.90620327,0.6197103262,0.7890722752,0.7322630882,0.8754732609,0.7941190004,0.7851115465,0.7907114625,0.8018212318,0.7889220119,0.7164786458,0.6715784073,0.8147574663,0.7704306245,0.802656889
uyy,0.8430771232,0.8219877481,0.7496545911,0.7611620426,0.8316614628,0.7633264661,0.6684381962,0.7852293253,0.8571331501,0.7743366957,0.732073307,0.709549129,0.9277449846,0.728114903,0.8232679367,0.7565546036,0.7481969595,0.8011989594,0.6859756708,0.819396615
uzc,0.6228986382,0.7734946012,0.775670886,0.6561454535,0.7715626955,0.8258503079,0.744540453,0.6335959435,0.8299784064,0.812890172,0.7534501553,0.7262306213,0.7592376471,0.8334494233,0.6644832492,0.6984775066,0.7193276286,0.7597178221,0.7148748636,0.6859018803
